reportingunitID,reportingunitName,state-county-subunit,last,party,votepct
7001,Andover,09-013-7001,Biden,Dem,0.505978
7001,Andover,09-013-7001,Trump,GOP,0.477284
7001,Andover,09-013-7001,Jorgensen,Lib,0.012912
7001,Andover,09-013-7001,Hawkins,Grn,0.003826
7002,Ansonia,09-009-7002,Biden,Dem,0.537063
7002,Ansonia,09-009-7002,Trump,GOP,0.451057
7002,Ansonia,09-009-7002,Jorgensen,Lib,0.007484
7002,Ansonia,09-009-7002,Hawkins,Grn,0.004395
7003,Ashford,09-015-7003,Biden,Dem,0.52321
7003,Ashford,09-015-7003,Trump,GOP,0.456334
7003,Ashford,09-015-7003,Jorgensen,Lib,0.013769
7003,Ashford,09-015-7003,Hawkins,Grn,0.006688
7004,Avon,09-003-7004,Biden,Dem,0.60896
7004,Avon,09-003-7004,Trump,GOP,0.372852
7004,Avon,09-003-7004,Jorgensen,Lib,0.0141
7004,Avon,09-003-7004,Hawkins,Grn,0.004088
7005,Barkhamsted,09-005-7005,Trump,GOP,0.503279
7005,Barkhamsted,09-005-7005,Biden,Dem,0.472951
7005,Barkhamsted,09-005-7005,Jorgensen,Lib,0.017213
7005,Barkhamsted,09-005-7005,Hawkins,Grn,0.006557
7006,Beacon Falls,09-009-7006,Trump,GOP,0.576124
7006,Beacon Falls,09-009-7006,Biden,Dem,0.405732
7006,Beacon Falls,09-009-7006,Jorgensen,Lib,0.014988
7006,Beacon Falls,09-009-7006,Hawkins,Grn,0.003155
7007,Berlin,09-003-7007,Trump,GOP,0.5195
7007,Berlin,09-003-7007,Biden,Dem,0.46675
7007,Berlin,09-003-7007,Jorgensen,Lib,0.010566
7007,Berlin,09-003-7007,Hawkins,Grn,0.003185
7008,Bethany,09-009-7008,Biden,Dem,0.517036
7008,Bethany,09-009-7008,Trump,GOP,0.464575
7008,Bethany,09-009-7008,Jorgensen,Lib,0.012439
7008,Bethany,09-009-7008,Hawkins,Grn,0.005949
7009,Bethel,09-001-7009,Biden,Dem,0.561375
7009,Bethel,09-001-7009,Trump,GOP,0.423852
7009,Bethel,09-001-7009,Jorgensen,Lib,0.010207
7009,Bethel,09-001-7009,Hawkins,Grn,0.004566
7010,Bethlehem,09-005-7010,Trump,GOP,0.588757
7010,Bethlehem,09-005-7010,Biden,Dem,0.396027
7010,Bethlehem,09-005-7010,Jorgensen,Lib,0.008876
7010,Bethlehem,09-005-7010,Hawkins,Grn,0.00634
7011,Bloomfield,09-003-7011,Biden,Dem,0.858781
7011,Bloomfield,09-003-7011,Trump,GOP,0.13248
7011,Bloomfield,09-003-7011,Jorgensen,Lib,0.006086
7011,Bloomfield,09-003-7011,Hawkins,Grn,0.002653
7012,Bolton,09-013-7012,Biden,Dem,0.525563
7012,Bolton,09-013-7012,Trump,GOP,0.451004
7012,Bolton,09-013-7012,Jorgensen,Lib,0.016433
7012,Bolton,09-013-7012,Hawkins,Grn,0.006999
7013,Bozrah,09-011-7013,Trump,GOP,0.527778
7013,Bozrah,09-011-7013,Biden,Dem,0.454134
7013,Bozrah,09-011-7013,Jorgensen,Lib,0.014858
7013,Bozrah,09-011-7013,Hawkins,Grn,0.00323
7014,Branford,09-009-7014,Biden,Dem,0.589858
7014,Branford,09-009-7014,Trump,GOP,0.396403
7014,Branford,09-009-7014,Jorgensen,Lib,0.009941
7014,Branford,09-009-7014,Hawkins,Grn,0.003798
7015,Bridgeport,09-001-7015,Biden,Dem,0.795382
7015,Bridgeport,09-001-7015,Trump,GOP,0.196241
7015,Bridgeport,09-001-7015,Jorgensen,Lib,0.004746
7015,Bridgeport,09-001-7015,Hawkins,Grn,0.003631
7016,Bridgewater,09-005-7016,Biden,Dem,0.540957
7016,Bridgewater,09-005-7016,Trump,GOP,0.445255
7016,Bridgewater,09-005-7016,Jorgensen,Lib,0.00811
7016,Bridgewater,09-005-7016,Hawkins,Grn,0.005677
7017,Bristol,09-003-7017,Biden,Dem,0.519312
7017,Bristol,09-003-7017,Trump,GOP,0.464634
7017,Bristol,09-003-7017,Jorgensen,Lib,0.01199
7017,Bristol,09-003-7017,Hawkins,Grn,0.004064
7018,Brookfield,09-001-7018,Biden,Dem,0.502314
7018,Brookfield,09-001-7018,Trump,GOP,0.483799
7018,Brookfield,09-001-7018,Jorgensen,Lib,0.010276
7018,Brookfield,09-001-7018,Hawkins,Grn,0.00361
7019,Brooklyn,09-015-7019,Trump,GOP,0.535892
7019,Brooklyn,09-015-7019,Biden,Dem,0.444444
7019,Brooklyn,09-015-7019,Jorgensen,Lib,0.016584
7019,Brooklyn,09-015-7019,Hawkins,Grn,0.00308
7020,Burlington,09-003-7020,Biden,Dem,0.497352
7020,Burlington,09-003-7020,Trump,GOP,0.48692
7020,Burlington,09-003-7020,Jorgensen,Lib,0.012197
7020,Burlington,09-003-7020,Hawkins,Grn,0.003531
7021,Canaan,09-005-7021,Biden,Dem,0.668196
7021,Canaan,09-005-7021,Trump,GOP,0.319572
7021,Canaan,09-005-7021,Jorgensen,Lib,0.009174
7021,Canaan,09-005-7021,Hawkins,Grn,0.003058
7022,Canterbury,09-015-7022,Trump,GOP,0.582669
7022,Canterbury,09-015-7022,Biden,Dem,0.39243
7022,Canterbury,09-015-7022,Jorgensen,Lib,0.019256
7022,Canterbury,09-015-7022,Hawkins,Grn,0.005644
7023,Canton,09-003-7023,Biden,Dem,0.582195
7023,Canton,09-003-7023,Trump,GOP,0.39979
7023,Canton,09-003-7023,Jorgensen,Lib,0.014562
7023,Canton,09-003-7023,Hawkins,Grn,0.003453
7024,Chaplin,09-015-7024,Trump,GOP,0.513178
7024,Chaplin,09-015-7024,Biden,Dem,0.463566
7024,Chaplin,09-015-7024,Jorgensen,Lib,0.017054
7024,Chaplin,09-015-7024,Hawkins,Grn,0.006202
7025,Cheshire,09-009-7025,Biden,Dem,0.559511
7025,Cheshire,09-009-7025,Trump,GOP,0.421944
7025,Cheshire,09-009-7025,Jorgensen,Lib,0.013607
7025,Cheshire,09-009-7025,Hawkins,Grn,0.004938
7026,Chester,09-007-7026,Biden,Dem,0.655744
7026,Chester,09-007-7026,Trump,GOP,0.328836
7026,Chester,09-007-7026,Jorgensen,Lib,0.01118
7026,Chester,09-007-7026,Hawkins,Grn,0.004241
7027,Clinton,09-007-7027,Biden,Dem,0.559713
7027,Clinton,09-007-7027,Trump,GOP,0.424398
7027,Clinton,09-007-7027,Jorgensen,Lib,0.012686
7027,Clinton,09-007-7027,Hawkins,Grn,0.003203
7028,Colchester,09-011-7028,Biden,Dem,0.538231
7028,Colchester,09-011-7028,Trump,GOP,0.437829
7028,Colchester,09-011-7028,Jorgensen,Lib,0.018368
7028,Colchester,09-011-7028,Hawkins,Grn,0.005572
7029,Colebrook,09-005-7029,Trump,GOP,0.569838
7029,Colebrook,09-005-7029,Biden,Dem,0.407895
7029,Colebrook,09-005-7029,Jorgensen,Lib,0.019231
7029,Colebrook,09-005-7029,Hawkins,Grn,0.003036
7030,Columbia,09-013-7030,Biden,Dem,0.529296
7030,Columbia,09-013-7030,Trump,GOP,0.448556
7030,Columbia,09-013-7030,Jorgensen,Lib,0.017101
7030,Columbia,09-013-7030,Hawkins,Grn,0.005046
7031,Cornwall,09-005-7031,Biden,Dem,0.736434
7031,Cornwall,09-005-7031,Trump,GOP,0.242248
7031,Cornwall,09-005-7031,Hawkins,Grn,0.012597
7031,Cornwall,09-005-7031,Jorgensen,Lib,0.008721
7032,Coventry,09-013-7032,Biden,Dem,0.516948
7032,Coventry,09-013-7032,Trump,GOP,0.456889
7032,Coventry,09-013-7032,Jorgensen,Lib,0.019848
7032,Coventry,09-013-7032,Hawkins,Grn,0.006315
7033,Cromwell,09-007-7033,Biden,Dem,0.55534
7033,Cromwell,09-007-7033,Trump,GOP,0.427334
7033,Cromwell,09-007-7033,Jorgensen,Lib,0.012538
7033,Cromwell,09-007-7033,Hawkins,Grn,0.004787
7034,Danbury,09-001-7034,Biden,Dem,0.589325
7034,Danbury,09-001-7034,Trump,GOP,0.3994
7034,Danbury,09-001-7034,Jorgensen,Lib,0.008152
7034,Danbury,09-001-7034,Hawkins,Grn,0.003123
7035,Darien,09-001-7035,Biden,Dem,0.605008
7035,Darien,09-001-7035,Trump,GOP,0.378015
7035,Darien,09-001-7035,Jorgensen,Lib,0.013366
7035,Darien,09-001-7035,Hawkins,Grn,0.00361
7036,Deep River,09-007-7036,Biden,Dem,0.615093
7036,Deep River,09-007-7036,Trump,GOP,0.370779
7036,Deep River,09-007-7036,Jorgensen,Lib,0.009993
7036,Deep River,09-007-7036,Hawkins,Grn,0.004135
7037,Derby,09-009-7037,Biden,Dem,0.512807
7037,Derby,09-009-7037,Trump,GOP,0.47577
7037,Derby,09-009-7037,Jorgensen,Lib,0.00848
7037,Derby,09-009-7037,Hawkins,Grn,0.002942
7038,Durham,09-007-7038,Biden,Dem,0.494351
7038,Durham,09-007-7038,Trump,GOP,0.487448
7038,Durham,09-007-7038,Jorgensen,Lib,0.013598
7038,Durham,09-007-7038,Hawkins,Grn,0.004603
7039,Eastford,09-015-7039,Trump,GOP,0.536082
7039,Eastford,09-015-7039,Biden,Dem,0.434864
7039,Eastford,09-015-7039,Jorgensen,Lib,0.021556
7039,Eastford,09-015-7039,Hawkins,Grn,0.007498
7040,East Granby,09-003-7040,Biden,Dem,0.5481
7040,East Granby,09-003-7040,Trump,GOP,0.430453
7040,East Granby,09-003-7040,Jorgensen,Lib,0.01685
7040,East Granby,09-003-7040,Hawkins,Grn,0.004596
7041,East Haddam,09-007-7041,Biden,Dem,0.511676
7041,East Haddam,09-007-7041,Trump,GOP,0.468922
7041,East Haddam,09-007-7041,Jorgensen,Lib,0.01511
7041,East Haddam,09-007-7041,Hawkins,Grn,0.004293
7042,East Hampton,09-007-7042,Biden,Dem,0.50739
7042,East Hampton,09-007-7042,Trump,GOP,0.469188
7042,East Hampton,09-007-7042,Jorgensen,Lib,0.01741
7042,East Hampton,09-007-7042,Hawkins,Grn,0.006012
7043,East Hartford,09-003-7043,Biden,Dem,0.717641
7043,East Hartford,09-003-7043,Trump,GOP,0.26809
7043,East Hartford,09-003-7043,Jorgensen,Lib,0.011017
7043,East Hartford,09-003-7043,Hawkins,Grn,0.003252
7044,East Haven,09-009-7044,Trump,GOP,0.522279
7044,East Haven,09-009-7044,Biden,Dem,0.466064
7044,East Haven,09-009-7044,Jorgensen,Lib,0.007656
7044,East Haven,09-009-7044,Hawkins,Grn,0.004001
7045,East Lyme,09-011-7045,Biden,Dem,0.620109
7045,East Lyme,09-011-7045,Trump,GOP,0.364495
7045,East Lyme,09-011-7045,Jorgensen,Lib,0.012334
7045,East Lyme,09-011-7045,Hawkins,Grn,0.003062
7046,Easton,09-001-7046,Biden,Dem,0.553187
7046,Easton,09-001-7046,Trump,GOP,0.433865
7046,Easton,09-001-7046,Jorgensen,Lib,0.009163
7046,Easton,09-001-7046,Hawkins,Grn,0.003785
7047,East Windsor,09-003-7047,Biden,Dem,0.532295
7047,East Windsor,09-003-7047,Trump,GOP,0.449655
7047,East Windsor,09-003-7047,Jorgensen,Lib,0.014511
7047,East Windsor,09-003-7047,Hawkins,Grn,0.003539
7048,Ellington,09-013-7048,Biden,Dem,0.504958
7048,Ellington,09-013-7048,Trump,GOP,0.476266
7048,Ellington,09-013-7048,Jorgensen,Lib,0.014979
7048,Ellington,09-013-7048,Hawkins,Grn,0.003797
7049,Enfield,09-003-7049,Biden,Dem,0.538436
7049,Enfield,09-003-7049,Trump,GOP,0.444498
7049,Enfield,09-003-7049,Jorgensen,Lib,0.013003
7049,Enfield,09-003-7049,Hawkins,Grn,0.004063
7050,Essex,09-007-7050,Biden,Dem,0.638871
7050,Essex,09-007-7050,Trump,GOP,0.346913
7050,Essex,09-007-7050,Jorgensen,Lib,0.009336
7050,Essex,09-007-7050,Hawkins,Grn,0.00488
7051,Fairfield,09-001-7051,Biden,Dem,0.645682
7051,Fairfield,09-001-7051,Trump,GOP,0.340394
7051,Fairfield,09-001-7051,Jorgensen,Lib,0.010648
7051,Fairfield,09-001-7051,Hawkins,Grn,0.003276
7052,Farmington,09-003-7052,Biden,Dem,0.599726
7052,Farmington,09-003-7052,Trump,GOP,0.384184
7052,Farmington,09-003-7052,Jorgensen,Lib,0.012598
7052,Farmington,09-003-7052,Hawkins,Grn,0.003493
7053,Franklin,09-011-7053,Trump,GOP,0.534921
7053,Franklin,09-011-7053,Biden,Dem,0.438889
7053,Franklin,09-011-7053,Jorgensen,Lib,0.022222
7053,Franklin,09-011-7053,Hawkins,Grn,0.003968
7054,Glastonbury,09-003-7054,Biden,Dem,0.625279
7054,Glastonbury,09-003-7054,Trump,GOP,0.357468
7054,Glastonbury,09-003-7054,Jorgensen,Lib,0.012961
7054,Glastonbury,09-003-7054,Hawkins,Grn,0.004291
7055,Goshen,09-005-7055,Trump,GOP,0.552857
7055,Goshen,09-005-7055,Biden,Dem,0.429524
7055,Goshen,09-005-7055,Jorgensen,Lib,0.015238
7055,Goshen,09-005-7055,Hawkins,Grn,0.002381
7056,Granby,09-003-7056,Biden,Dem,0.546824
7056,Granby,09-003-7056,Trump,GOP,0.429696
7056,Granby,09-003-7056,Jorgensen,Lib,0.01873
7056,Granby,09-003-7056,Hawkins,Grn,0.00475
7057,Greenwich,09-001-7057,Biden,Dem,0.616252
7057,Greenwich,09-001-7057,Trump,GOP,0.367623
7057,Greenwich,09-001-7057,Jorgensen,Lib,0.01352
7057,Greenwich,09-001-7057,Hawkins,Grn,0.002604
7058,Griswold,09-011-7058,Trump,GOP,0.544649
7058,Griswold,09-011-7058,Biden,Dem,0.42893
7058,Griswold,09-011-7058,Jorgensen,Lib,0.019398
7058,Griswold,09-011-7058,Hawkins,Grn,0.007023
7059,Groton,09-011-7059,Biden,Dem,0.615522
7059,Groton,09-011-7059,Trump,GOP,0.360833
7059,Groton,09-011-7059,Jorgensen,Lib,0.018352
7059,Groton,09-011-7059,Hawkins,Grn,0.005293
7060,Guilford,09-009-7060,Biden,Dem,0.646932
7060,Guilford,09-009-7060,Trump,GOP,0.339747
7060,Guilford,09-009-7060,Jorgensen,Lib,0.009082
7060,Guilford,09-009-7060,Hawkins,Grn,0.004238
7061,Haddam,09-007-7061,Biden,Dem,0.49501
7061,Haddam,09-007-7061,Trump,GOP,0.488659
7061,Haddam,09-007-7061,Jorgensen,Lib,0.012158
7061,Haddam,09-007-7061,Hawkins,Grn,0.004173
7062,Hamden,09-009-7062,Biden,Dem,0.743953
7062,Hamden,09-009-7062,Trump,GOP,0.245293
7062,Hamden,09-009-7062,Jorgensen,Lib,0.005979
7062,Hamden,09-009-7062,Hawkins,Grn,0.004776
7063,Hampton,09-015-7063,Biden,Dem,0.502636
7063,Hampton,09-015-7063,Trump,GOP,0.484183
7063,Hampton,09-015-7063,Jorgensen,Lib,0.007909
7063,Hampton,09-015-7063,Hawkins,Grn,0.005272
7064,Hartford,09-003-7064,Biden,Dem,0.865845
7064,Hartford,09-003-7064,Trump,GOP,0.125925
7064,Hartford,09-003-7064,Jorgensen,Lib,0.00413
7064,Hartford,09-003-7064,Hawkins,Grn,0.0041
7065,Hartland,09-003-7065,Trump,GOP,0.633617
7065,Hartland,09-003-7065,Biden,Dem,0.353989
7065,Hartland,09-003-7065,Jorgensen,Lib,0.008521
7065,Hartland,09-003-7065,Hawkins,Grn,0.003873
7066,Harwinton,09-005-7066,Trump,GOP,0.602432
7066,Harwinton,09-005-7066,Biden,Dem,0.377568
7066,Harwinton,09-005-7066,Jorgensen,Lib,0.014324
7066,Harwinton,09-005-7066,Hawkins,Grn,0.005676
7067,Hebron,09-013-7067,Biden,Dem,0.540696
7067,Hebron,09-013-7067,Trump,GOP,0.435844
7067,Hebron,09-013-7067,Jorgensen,Lib,0.019311
7067,Hebron,09-013-7067,Hawkins,Grn,0.004149
7068,Kent,09-005-7068,Biden,Dem,0.685086
7068,Kent,09-005-7068,Trump,GOP,0.304721
7068,Kent,09-005-7068,Jorgensen,Lib,0.006438
7068,Kent,09-005-7068,Hawkins,Grn,0.003755
7069,Killingly,09-015-7069,Trump,GOP,0.564908
7069,Killingly,09-015-7069,Biden,Dem,0.41082
7069,Killingly,09-015-7069,Jorgensen,Lib,0.017751
7069,Killingly,09-015-7069,Hawkins,Grn,0.006521
7070,Killingworth,09-007-7070,Biden,Dem,0.5342
7070,Killingworth,09-007-7070,Trump,GOP,0.451208
7070,Killingworth,09-007-7070,Jorgensen,Lib,0.010032
7070,Killingworth,09-007-7070,Hawkins,Grn,0.00456
7071,Lebanon,09-011-7071,Trump,GOP,0.511041
7071,Lebanon,09-011-7071,Biden,Dem,0.46237
7071,Lebanon,09-011-7071,Jorgensen,Lib,0.018927
7071,Lebanon,09-011-7071,Hawkins,Grn,0.007661
7072,Ledyard,09-011-7072,Biden,Dem,0.53816
7072,Ledyard,09-011-7072,Trump,GOP,0.434896
7072,Ledyard,09-011-7072,Jorgensen,Lib,0.021009
7072,Ledyard,09-011-7072,Hawkins,Grn,0.005935
7073,Lisbon,09-011-7073,Trump,GOP,0.534538
7073,Lisbon,09-011-7073,Biden,Dem,0.441365
7073,Lisbon,09-011-7073,Jorgensen,Lib,0.017671
7073,Lisbon,09-011-7073,Hawkins,Grn,0.006426
7074,Litchfield,09-005-7074,Biden,Dem,0.500468
7074,Litchfield,09-005-7074,Trump,GOP,0.478375
7074,Litchfield,09-005-7074,Jorgensen,Lib,0.013855
7074,Litchfield,09-005-7074,Hawkins,Grn,0.007302
7075,Lyme,09-011-7075,Biden,Dem,0.657449
7075,Lyme,09-011-7075,Trump,GOP,0.325056
7075,Lyme,09-011-7075,Jorgensen,Lib,0.015237
7075,Lyme,09-011-7075,Hawkins,Grn,0.002257
7076,Madison,09-009-7076,Biden,Dem,0.613386
7076,Madison,09-009-7076,Trump,GOP,0.3731
7076,Madison,09-009-7076,Jorgensen,Lib,0.009492
7076,Madison,09-009-7076,Hawkins,Grn,0.004022
7077,Manchester,09-003-7077,Biden,Dem,0.683855
7077,Manchester,09-003-7077,Trump,GOP,0.299835
7077,Manchester,09-003-7077,Jorgensen,Lib,0.012443
7077,Manchester,09-003-7077,Hawkins,Grn,0.003867
7078,Mansfield,09-013-7078,Biden,Dem,0.752026
7078,Mansfield,09-013-7078,Trump,GOP,0.225752
7078,Mansfield,09-013-7078,Jorgensen,Lib,0.016209
7078,Mansfield,09-013-7078,Hawkins,Grn,0.006013
7079,Marlborough,09-003-7079,Biden,Dem,0.52205
7079,Marlborough,09-003-7079,Trump,GOP,0.458487
7079,Marlborough,09-003-7079,Jorgensen,Lib,0.016753
7079,Marlborough,09-003-7079,Hawkins,Grn,0.00271
7080,Meriden,09-009-7080,Biden,Dem,0.590733
7080,Meriden,09-009-7080,Trump,GOP,0.394257
7080,Meriden,09-009-7080,Jorgensen,Lib,0.010981
7080,Meriden,09-009-7080,Hawkins,Grn,0.004029
7081,Middlebury,09-009-7081,Trump,GOP,0.540205
7081,Middlebury,09-009-7081,Biden,Dem,0.445211
7081,Middlebury,09-009-7081,Jorgensen,Lib,0.011431
7081,Middlebury,09-009-7081,Hawkins,Grn,0.003153
7082,Middlefield,09-007-7082,Biden,Dem,0.50561
7082,Middlefield,09-007-7082,Trump,GOP,0.475456
7082,Middlefield,09-007-7082,Jorgensen,Lib,0.013675
7082,Middlefield,09-007-7082,Hawkins,Grn,0.005259
7083,Middletown,09-007-7083,Biden,Dem,0.659775
7083,Middletown,09-007-7083,Trump,GOP,0.323803
7083,Middletown,09-007-7083,Jorgensen,Lib,0.011615
7083,Middletown,09-007-7083,Hawkins,Grn,0.004807
7084,Milford,09-009-7084,Biden,Dem,0.549919
7084,Milford,09-009-7084,Trump,GOP,0.436697
7084,Milford,09-009-7084,Jorgensen,Lib,0.009641
7084,Milford,09-009-7084,Hawkins,Grn,0.003744
7085,Monroe,09-001-7085,Trump,GOP,0.499
7085,Monroe,09-001-7085,Biden,Dem,0.486419
7085,Monroe,09-001-7085,Jorgensen,Lib,0.010665
7085,Monroe,09-001-7085,Hawkins,Grn,0.003916
7086,Montville,09-011-7086,Biden,Dem,0.496675
7086,Montville,09-011-7086,Trump,GOP,0.478187
7086,Montville,09-011-7086,Jorgensen,Lib,0.019502
7086,Montville,09-011-7086,Hawkins,Grn,0.005636
7087,Morris,09-005-7087,Trump,GOP,0.560616
7087,Morris,09-005-7087,Biden,Dem,0.418858
7087,Morris,09-005-7087,Jorgensen,Lib,0.012829
7087,Morris,09-005-7087,Hawkins,Grn,0.007697
7088,Naugatuck,09-009-7088,Trump,GOP,0.519359
7088,Naugatuck,09-009-7088,Biden,Dem,0.464537
7088,Naugatuck,09-009-7088,Jorgensen,Lib,0.010803
7088,Naugatuck,09-009-7088,Hawkins,Grn,0.005301
7089,New Britain,09-003-7089,Biden,Dem,0.665988
7089,New Britain,09-003-7089,Trump,GOP,0.320884
7089,New Britain,09-003-7089,Jorgensen,Lib,0.008766
7089,New Britain,09-003-7089,Hawkins,Grn,0.004362
7090,New Canaan,09-001-7090,Biden,Dem,0.590501
7090,New Canaan,09-001-7090,Trump,GOP,0.392831
7090,New Canaan,09-001-7090,Jorgensen,Lib,0.013674
7090,New Canaan,09-001-7090,Hawkins,Grn,0.002994
7091,New Fairfield,09-001-7091,Trump,GOP,0.507656
7091,New Fairfield,09-001-7091,Biden,Dem,0.479369
7091,New Fairfield,09-001-7091,Jorgensen,Lib,0.011105
7091,New Fairfield,09-001-7091,Hawkins,Grn,0.00187
7092,New Hartford,09-005-7092,Trump,GOP,0.520656
7092,New Hartford,09-005-7092,Biden,Dem,0.456612
7092,New Hartford,09-005-7092,Jorgensen,Lib,0.017923
7092,New Hartford,09-005-7092,Hawkins,Grn,0.004809
7093,New Haven,09-009-7093,Biden,Dem,0.84421
7093,New Haven,09-009-7093,Trump,GOP,0.146069
7093,New Haven,09-009-7093,Hawkins,Grn,0.004943
7093,New Haven,09-009-7093,Jorgensen,Lib,0.004777
7094,Newington,09-003-7094,Biden,Dem,0.578089
7094,Newington,09-003-7094,Trump,GOP,0.407676
7094,Newington,09-003-7094,Jorgensen,Lib,0.010316
7094,Newington,09-003-7094,Hawkins,Grn,0.003919
7095,New London,09-011-7095,Biden,Dem,0.757646
7095,New London,09-011-7095,Trump,GOP,0.224159
7095,New London,09-011-7095,Jorgensen,Lib,0.010852
7095,New London,09-011-7095,Hawkins,Grn,0.007344
7096,New Milford,09-005-7096,Biden,Dem,0.508707
7096,New Milford,09-005-7096,Trump,GOP,0.47623
7096,New Milford,09-005-7096,Jorgensen,Lib,0.010233
7096,New Milford,09-005-7096,Hawkins,Grn,0.00483
7097,Newtown,09-001-7097,Biden,Dem,0.561834
7097,Newtown,09-001-7097,Trump,GOP,0.422578
7097,Newtown,09-001-7097,Jorgensen,Lib,0.01159
7097,Newtown,09-001-7097,Hawkins,Grn,0.003999
7098,Norfolk,09-005-7098,Biden,Dem,0.621698
7098,Norfolk,09-005-7098,Trump,GOP,0.359434
7098,Norfolk,09-005-7098,Jorgensen,Lib,0.016038
7098,Norfolk,09-005-7098,Hawkins,Grn,0.00283
7099,North Branford,09-009-7099,Trump,GOP,0.554577
7099,North Branford,09-009-7099,Biden,Dem,0.430823
7099,North Branford,09-009-7099,Jorgensen,Lib,0.010197
7099,North Branford,09-009-7099,Hawkins,Grn,0.004403
7100,North Canaan,09-005-7100,Biden,Dem,0.505572
7100,North Canaan,09-005-7100,Trump,GOP,0.476246
7100,North Canaan,09-005-7100,Jorgensen,Lib,0.015836
7100,North Canaan,09-005-7100,Hawkins,Grn,0.002346
7101,North Haven,09-009-7101,Trump,GOP,0.510397
7101,North Haven,09-009-7101,Biden,Dem,0.478655
7101,North Haven,09-009-7101,Jorgensen,Lib,0.00732
7101,North Haven,09-009-7101,Hawkins,Grn,0.003628
7102,North Stonington,09-011-7102,Trump,GOP,0.506667
7102,North Stonington,09-011-7102,Biden,Dem,0.47437
7102,North Stonington,09-011-7102,Jorgensen,Lib,0.014519
7102,North Stonington,09-011-7102,Hawkins,Grn,0.004444
7103,Norwalk,09-001-7103,Biden,Dem,0.679919
7103,Norwalk,09-001-7103,Trump,GOP,0.308025
7103,Norwalk,09-001-7103,Jorgensen,Lib,0.008215
7103,Norwalk,09-001-7103,Hawkins,Grn,0.003841
7104,Norwich,09-011-7104,Biden,Dem,0.608673
7104,Norwich,09-011-7104,Trump,GOP,0.369089
7104,Norwich,09-011-7104,Jorgensen,Lib,0.016025
7104,Norwich,09-011-7104,Hawkins,Grn,0.006214
7105,Old Lyme,09-011-7105,Biden,Dem,0.595973
7105,Old Lyme,09-011-7105,Trump,GOP,0.38777
7105,Old Lyme,09-011-7105,Jorgensen,Lib,0.012562
7105,Old Lyme,09-011-7105,Hawkins,Grn,0.003695
7106,Old Saybrook,09-007-7106,Biden,Dem,0.579191
7106,Old Saybrook,09-007-7106,Trump,GOP,0.407871
7106,Old Saybrook,09-007-7106,Jorgensen,Lib,0.009124
7106,Old Saybrook,09-007-7106,Hawkins,Grn,0.003813
7107,Orange,09-009-7107,Biden,Dem,0.520705
7107,Orange,09-009-7107,Trump,GOP,0.466753
7107,Orange,09-009-7107,Jorgensen,Lib,0.008433
7107,Orange,09-009-7107,Hawkins,Grn,0.004109
7108,Oxford,09-009-7108,Trump,GOP,0.601339
7108,Oxford,09-009-7108,Biden,Dem,0.384091
7108,Oxford,09-009-7108,Jorgensen,Lib,0.012572
7108,Oxford,09-009-7108,Hawkins,Grn,0.001997
7109,Plainfield,09-015-7109,Trump,GOP,0.575377
7109,Plainfield,09-015-7109,Biden,Dem,0.402482
7109,Plainfield,09-015-7109,Jorgensen,Lib,0.017487
7109,Plainfield,09-015-7109,Hawkins,Grn,0.004654
7110,Plainville,09-003-7110,Trump,GOP,0.498704
7110,Plainville,09-003-7110,Biden,Dem,0.484088
7110,Plainville,09-003-7110,Jorgensen,Lib,0.012646
7110,Plainville,09-003-7110,Hawkins,Grn,0.004561
7111,Plymouth,09-005-7111,Trump,GOP,0.604277
7111,Plymouth,09-005-7111,Biden,Dem,0.375702
7111,Plymouth,09-005-7111,Jorgensen,Lib,0.015016
7111,Plymouth,09-005-7111,Hawkins,Grn,0.005005
7112,Pomfret,09-015-7112,Biden,Dem,0.538065
7112,Pomfret,09-015-7112,Trump,GOP,0.441316
7112,Pomfret,09-015-7112,Jorgensen,Lib,0.015464
7112,Pomfret,09-015-7112,Hawkins,Grn,0.005155
7113,Portland,09-007-7113,Biden,Dem,0.535927
7113,Portland,09-007-7113,Trump,GOP,0.448616
7113,Portland,09-007-7113,Jorgensen,Lib,0.01223
7113,Portland,09-007-7113,Hawkins,Grn,0.003227
7114,Preston,09-011-7114,Trump,GOP,0.533124
7114,Preston,09-011-7114,Biden,Dem,0.442817
7114,Preston,09-011-7114,Jorgensen,Lib,0.017434
7114,Preston,09-011-7114,Hawkins,Grn,0.006625
7115,Prospect,09-009-7115,Trump,GOP,0.644026
7115,Prospect,09-009-7115,Biden,Dem,0.345336
7115,Prospect,09-009-7115,Jorgensen,Lib,0.007692
7115,Prospect,09-009-7115,Hawkins,Grn,0.002946
7116,Putnam,09-015-7116,Trump,GOP,0.504254
7116,Putnam,09-015-7116,Biden,Dem,0.474362
7116,Putnam,09-015-7116,Jorgensen,Lib,0.017705
7116,Putnam,09-015-7116,Hawkins,Grn,0.003679
7117,Redding,09-001-7117,Biden,Dem,0.641374
7117,Redding,09-001-7117,Trump,GOP,0.343719
7117,Redding,09-001-7117,Jorgensen,Lib,0.010888
7117,Redding,09-001-7117,Hawkins,Grn,0.00402
7118,Ridgefield,09-001-7118,Biden,Dem,0.633077
7118,Ridgefield,09-001-7118,Trump,GOP,0.350416
7118,Ridgefield,09-001-7118,Jorgensen,Lib,0.01312
7118,Ridgefield,09-001-7118,Hawkins,Grn,0.003388
